"Keyword","Avg. Search Volume (Last Known Values)","Avg. Search Volume (Last 12 months)","Avg. Search Volume (Last 6 months)","Avg. Search Volume (Last 3 months)","Location","CPC/USD","PPC","Keyword Difficulty","Keyword interest growth (%)","Content Type","Search Intent","Keyword Opportunities","Serp Features","Search Volume 4/2015","Search Volume 5/2015","Search Volume 6/2015","Search Volume 7/2015","Search Volume 8/2015","Search Volume 9/2015","Search Volume 10/2015","Search Volume 11/2015","Search Volume 12/2015","Search Volume 1/2016","Search Volume 2/2016","Search Volume 3/2016","Search Volume 4/2016","Search Volume 5/2016","Search Volume 6/2016","Search Volume 7/2016","Search Volume 8/2016","Search Volume 9/2016","Search Volume 10/2016","Search Volume 11/2016","Search Volume 12/2016","Search Volume 1/2017","Search Volume 2/2017","Search Volume 3/2017","Search Volume 4/2017","Search Volume 5/2017","Search Volume 6/2017","Search Volume 7/2017","Search Volume 8/2017","Search Volume 9/2017","Search Volume 10/2017","Search Volume 11/2017","Search Volume 12/2017","Search Volume 1/2018","Search Volume 2/2018","Search Volume 3/2018","Search Volume 4/2018","Search Volume 5/2018","Search Volume 6/2018","Search Volume 7/2018","Search Volume 8/2018","Search Volume 9/2018","Search Volume 10/2018","Search Volume 11/2018","Search Volume 12/2018","Search Volume 1/2019","Search Volume 2/2019","Search Volume 3/2019","Search Volume 4/2019","Search Volume 5/2019","Search Volume 6/2019","Search Volume 7/2019","Search Volume 8/2019","Search Volume 9/2019","Search Volume 10/2019","Search Volume 11/2019","Search Volume 12/2019","Search Volume 1/2020","Search Volume 2/2020","Search Volume 3/2020","Search Volume 4/2020","Search Volume 5/2020","Search Volume 6/2020","Search Volume 7/2020","Search Volume 8/2020","Search Volume 9/2020","Search Volume 10/2020","Search Volume 11/2020","Search Volume 12/2020","Search Volume 1/2021","Search Volume 2/2021","Search Volume 3/2021","Search Volume 4/2021","Search Volume 5/2021","Search Volume 6/2021","Search Volume 7/2021","Search Volume 8/2021","Search Volume 9/2021","Search Volume 10/2021","Search Volume 11/2021","Search Volume 12/2021","Search Volume 1/2022","Search Volume 2/2022","Search Volume 3/2022","Search Volume 4/2022","Search Volume 5/2022","Search Volume 6/2022","Search Volume 7/2022","Search Volume 8/2022","Search Volume 9/2022","Search Volume 10/2022","Search Volume 11/2022","Search Volume 12/2022","Search Volume 1/2023","Search Volume 2/2023","Search Volume 3/2023","Search Volume 4/2023","Search Volume 5/2023","Search Volume 6/2023","Search Volume 7/2023","Search Volume 8/2023","Search Volume 9/2023","Search Volume 10/2023","Search Volume 11/2023","Search Volume 12/2023","Search Volume 1/2024","Search Volume 2/2024","Search Volume 3/2024","Search Volume 4/2024","Search Volume 5/2024","Search Volume 6/2024","Search Volume 7/2024","Search Volume 8/2024","Search Volume 9/2024","Search Volume 10/2024","Search Volume 11/2024","Search Volume 12/2024","Search Volume 1/2025","Search Volume 2/2025","Search Volume 3/2025","Search Volume 4/2025","Search Volume 5/2025","Search Volume 6/2025","Search Volume 7/2025","Search Volume 8/2025","Search Volume 9/2025","Search Volume 10/2025","Search Volume 11/2025","Search Volume 12/2025"
"рак и телец совместимость",1800,1800,1800,1800,"Anywhere","",0,"",-25,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1300,880,1000,1000,1000,1000,1300,1300,1300,1300,1600,1300,1900,1600,1900,1900,1900,1600,1900,1900,1900,1600,1600,1600,1900,1900,1600,1600,1900,1600,1900,1900,2400,2400,2400,1900,2400,1900,1900,1900,1900,1900,1900,1900,1600,1900,1900,1600
"рак камни",800,780,720,510,"Anywhere","0.02",11,"",-42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1000,1000,880,880,1000,1600,1900,1300,1000,1000,1000,1600,1300,1000,1300,1000,1300,1900,1900,1600,1000,880,1000,1300,1300,1300,1300,1000,1000,1600,1900,1600,1000,1000,880,1000,1000,880,880,720,880,1000,1300,880,590,590,480,480
"рак лев",180,180,170,140,"Anywhere","",0,"",-46,"","","","","","","","","","","","","","","","","320","260","320","480","320","390","260","320","260","260","260","260","","","","","","","","","","","","","260","260","320","390","320","260","320","320","390","390","390","390","390","390","390","590","390","390","590","","","","","","","","","","","","","","","","","","","","","","","","","","",480,390,390,480,390,390,590,320,260,320,320,390,390,320,320,390,260,480,480,320,320,590,320,320,320,260,390,320,260,320,480,260,260,260,260,260,260,210,210,170,170,210,320,140,140,140,140,140
"рак лев совместимость",280,270,260,220,"Anywhere","",0,"",-38,"","","","","","","","","","","","","","170","320","320","260","320","260","260","210","260","320","210","260","","","","","","","","","","","","","","","","260","260","320","390","390","320","320","260","260","320","260","260","260","260","260","320","320","320","390","","","","","","","","","","","","","","","","","","","","","","","","","","",590,480,590,590,590,590,720,590,480,590,590,480,590,590,590,590,480,480,590,590,480,480,480,390,480,480,480,480,480,480,590,480,390,390,390,390,390,260,320,260,320,320,320,320,260,260,210,210
"рак любовный гороскоп на сегодня",470,460,500,390,"Anywhere","",0,"",-19,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",390,390,320,390,480,480,480,480,390,390,390,320,390,390,480,590,590,720,720,480,480,480,480,480,590,590,480,590,590,480,590,480,480,590,480,720,590,480,390,320,390,480,590,880,390,390,480,320
"рак мужчина лев женщина",110,100,90,80,"Anywhere","",0,"",-58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",480,390,480,390,480,390,480,480,390,390,390,390,480,320,390,390,320,320,390,390,390,320,260,260,320,320,320,260,260,260,260,210,210,260,170,170,170,140,170,110,110,90,110,110,90,90,90,70
"рак мужчина совместимость",140,130,110,90,"Anywhere","",0,"",-61,"","","","","","","","","","","","","","","","","","210","260","260","260","260","210","320","320","480","480","480","210","","","","","","","","","390","390","390","320","260","260","320","320","320","390","390","320","390","320","260","260","390","390","320","320","260","480","","","","","","","","","","","","","","","","","","","","","","","","","","",880,720,720,880,880,880,720,720,720,720,720,720,880,720,590,720,590,590,480,480,390,320,320,320,390,320,320,320,320,320,260,260,210,320,210,210,210,170,210,170,140,140,170,110,90,90,110,90
"рак по гороскопу",1200,1200,1100,1000,"Anywhere","1.01",1,"",-9,"","","","","","","","","","","","","","880","880","880","720","880","1300","1000","590","590","590","720","720","880","720","720","720","","","","","","","","","","","","880","1000","1600","1600","880","880","880","1000","1000","1300","1000","1000","880","1000","1600","1600","1000","880","","","","","","","","","","","","","","","","","","","","","","","","","","","",880,880,880,880,1000,1900,1600,880,880,1000,880,1000,1000,1000,1000,1000,1300,2400,1900,1000,1000,1000,1000,1300,1300,1300,1300,1300,1300,2400,1900,1000,1000,1000,1300,1300,1300,1000,1300,1000,1300,2400,1900,1000,1000,1000,1000,1000
"рак рак совместимость",270,250,230,210,"Anywhere","",0,"",-53,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",480,480,480,480,590,480,590,590,590,590,480,480,480,390,480,480,480,480,480,480,480,480,480,390,480,480,390,480,590,480,480,390,390,480,480,390,480,260,260,260,390,260,320,260,210,210,210,210
"рак рыбы совместимость",230,220,200,210,"Anywhere","",0,"",-46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,480,480,480,480,480,480,480,480,480,480,590,590,480,480,480,480,480,480,480,390,480,480,390,480,320,390,390,390,390,390,390,320,390,390,320,320,260,320,210,260,210,210,210,170,210,210,210
"рак сегодня",730,670,610,550,"Anywhere","",0,"",-34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","590","590","590","480","590","720","590","720","720","720","720","720","720","720","720","720","720","720","720","880","720","880","","","","","","","","","","","","","","","","","","","","","","",720,720,880,880,880,880,880,880,880,1000,1000,880,1000,1000,1000,880,880,880,880,880,880,880,880,880,1000,1000,1000,1000,1300,1000,1000,1000,880,1000,1000,1300,1300,1000,880,720,590,590,590,720,720,590,590,480
"рак скорпион",260,250,240,260,"Anywhere","",0,"",-34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,590,720,720,590,590,480,590,480,480,480,480,480,480,590,480,480,480,480,390,390,390,390,390,480,480,480,390,390,480,480,320,320,390,390,320,390,320,320,260,260,210,260,210,210,260,260,260
"рак скорпион совместимость",390,380,340,320,"Anywhere","",0,"",-38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",390,320,320,320,390,590,720,720,720,720,720,720,720,590,720,720,590,590,720,590,590,590,590,590,590,590,590,590,590,590,590,590,590,480,590,480,590,480,480,390,390,390,390,390,320,390,320,260
"рак совместимость",920,880,850,820,"Anywhere","",0,"",-32,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2900,2400,2400,2900,2900,2400,2900,2400,2400,2400,2400,2400,2900,2400,2400,2400,1900,1900,1900,1900,1600,1900,1900,1600,1900,1600,1600,1600,1600,1600,1600,1300,1300,1300,1300,1300,1300,1000,1000,880,880,880,880,880,880,880,880,720
"рак совместимость лучшая",150,140,100,80,"Anywhere","",0,"",-51,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",720,320,480,390,390,480,590,480,480,480,590,480,480,320,320,320,320,390,390,390,320,210,260,260,320,170,140,170,140,140,170,140,170,170,170,140,260,210,210,170,170,260,210,70,90,90,70,90
"рак телец совместимость",310,300,290,280,"Anywhere","",0,"",-33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",720,590,720,720,720,590,720,720,590,720,720,720,720,720,590,590,590,590,590,590,590,590,590,480,590,480,480,480,480,480,480,480,480,480,390,390,390,320,320,320,320,320,320,260,320,320,260,260
"рак характеристика",1200,1100,1000,960,"Anywhere","0.01",1,"",-44,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","1900","2400","1900","1600","1600","1900","1900","2400","1900","1900","2400","2400","2400","2400","2400","1900","2400","2400","2400","2900","2400","","","","","","","","","","","","","","","","","","","","","","",2900,2400,2400,2400,2400,2400,2400,1900,1900,2400,2400,2400,2900,2400,2400,2400,2400,2400,2400,1900,2900,2400,2400,2400,2900,2400,2400,2400,1900,2400,2400,1900,1600,1600,1900,1900,1900,1600,1600,1300,1300,1300,1300,1000,880,1000,1000,880
"рак характеристика женщина",370,350,320,320,"Anywhere","",1,"",-49,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1000,880,880,880,880,880,880,880,590,720,880,880,1000,720,880,720,720,880,880,590,720,720,720,720,720,720,720,590,590,720,720,590,590,590,590,590,590,390,390,390,390,390,390,320,260,320,320,320
"рак характеристика мужчина",370,350,320,300,"Anywhere","",1,"",-42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",720,590,720,590,590,720,720,590,590,720,720,720,720,590,590,590,720,720,720,720,590,590,590,590,720,590,590,720,720,590,720,590,480,590,590,480,590,390,390,390,390,390,390,320,320,320,320,260
"раки гороскоп",13500,13400,11800,10600,"Anywhere","2.30",0,"",-29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",33100,27100,22200,22200,27100,33100,27100,27100,22200,27100,22200,22200,22200,22200,22200,22200,22200,27100,22200,22200,22200,22200,22200,22200,22200,18100,18100,18100,18100,22200,22200,18100,18100,14800,14800,14800,14800,14800,14800,14800,14800,18100,14800,12100,12100,12100,9900,9900
"раки гороскоп на сегодня",11300,11300,10600,9900,"Anywhere","3.14",0,"",-24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12100,9900,9900,12100,12100,12100,12100,12100,12100,12100,12100,12100,14800,12100,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,12100,12100,14800,14800,14800,12100,12100,12100,12100,12100,12100,12100,9900,12100,9900,9900,9900
"раки знак зодиака",46200,44900,40100,35500,"Anywhere","1.01",0,"",-28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",74000,49500,60500,60500,60500,90500,74000,60500,49500,60500,49500,49500,60500,49500,49500,49500,49500,74000,74000,49500,49500,49500,49500,60500,60500,60500,60500,49500,60500,90500,74000,49500,49500,49500,49500,49500,60500,40500,49500,40500,49500,74000,60500,40500,33100,40500,33100,33100
"раки мужчины",350,340,320,300,"Anywhere","0.01",1,"",-29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,480,590,480,590,590,590,480,480,590,590,480,590,480,590,590,590,590,480,480,480,480,480,480,480,480,480,390,480,480,480,390,390,480,480,480,480,390,390,390,320,390,390,320,320,320,320,260
"рамблер гороскоп близнецы",510,510,480,450,"Anywhere","",0,"",-7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","480","480","390","390","390","390","390","320","390","390","260","260","260","320","320","320","390","480","390","390","480","480","480","","","","","","","","","","","","","","","","","","","","","","",480,390,390,320,390,480,480,480,480,480,390,480,390,390,480,480,390,320,320,260,320,320,320,260,320,390,390,480,480,590,590,480,590,590,480,590,590,590,590,590,480,480,480,480,590,480,480,390
"рамблер гороскоп весы",610,610,590,590,"Anywhere","",0,"",-18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","880","720","880","880","880","720","720","720","720","720","590","720","720","720","590","590","480","590","590","720","720","720","590","","","","","","","","","","","","","","","","","","","","","","",880,720,720,720,880,720,880,720,720,720,720,720,720,590,880,720,880,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,590,590,590,720,720,590,590,590,590,590,590,590,590
"рамблер гороскоп дева",930,890,850,820,"Anywhere","",0,"",-12,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1300","1000","1000","880","1000","1300","1300","1000","1000","1000","1000","880","1000","1000","1000","1000","1000","880","1000","1000","1000","1000","","","","","","","","","","","","","","","","","","","","","","",880,720,720,720,880,880,880,880,880,880,880,720,720,720,880,880,880,880,720,880,720,880,880,880,880,880,1000,1000,880,1000,880,880,1000,1000,1000,1000,1300,880,1000,880,1000,1000,880,880,880,880,880,720
"рамблер гороскоп козерог",560,560,530,550,"Anywhere","",0,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","720","590","590","720","720","720","720","590","590","720","720","720","720","720","720","720","720","720","720","880","880","720","720","","","","","","","","","","","","","","","","","","","","","","",880,880,880,880,1000,880,720,720,720,880,880,880,880,880,880,880,1000,880,880,720,720,720,720,720,720,720,720,590,590,590,590,590,480,590,480,590,590,590,590,590,590,590,480,590,480,480,590,590
"рамблер гороскоп лев",630,630,630,590,"Anywhere","",0,"",23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300","1300","1000","880","880","880","1000","1000","1000","1000","880","1000","880","1000","1000","1000","880","880","1000","1000","1300","1000","1000","","","","","","","","","","","","","","","","","","","","","","",720,720,590,590,590,590,720,720,720,590,590,590,590,480,480,590,590,590,720,720,590,590,720,720,590,590,590,480,590,480,590,590,480,480,480,590,590,480,590,720,720,720,720,720,590,590,590,590
"рамблер гороскоп овен",400,400,400,390,"Anywhere","",0,"",-2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","880","720","720","720","590","590","720","720","720","590","480","480","390","320","390","480","390","390","480","480","590","590","480","","","","","","","","","","","","","","","","","","","","","","",480,480,590,480,480,480,480,480,480,480,480,480,480,390,480,480,480,480,390,480,480,590,590,590,590,590,590,590,590,480,390,390,320,480,480,390,480,390,480,390,320,390,390,390,480,390,390,390
"рамблер гороскоп рак",850,850,850,820,"Anywhere","",0,"",7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1000","1300","1300","1300","1300","1300","1000","1300","1300","1000","1000","1000","1000","1300","1000","1000","1000","1300","1300","1300","1300","1300","","","","","","","","","","","","","","","","","","","","","","",880,880,880,880,880,1000,880,880,880,880,720,720,880,720,720,720,720,720,720,720,720,720,720,590,720,720,590,720,720,720,720,720,720,720,880,720,880,880,880,880,880,720,880,880,880,880,720,880
