"Keyword","Avg. Search Volume (Last Known Values)","Avg. Search Volume (Last 12 months)","Avg. Search Volume (Last 6 months)","Avg. Search Volume (Last 3 months)","Location","CPC/USD","PPC","Keyword Difficulty","Keyword interest growth (%)","Content Type","Search Intent","Keyword Opportunities","Serp Features","Search Volume 4/2015","Search Volume 5/2015","Search Volume 6/2015","Search Volume 7/2015","Search Volume 8/2015","Search Volume 9/2015","Search Volume 10/2015","Search Volume 11/2015","Search Volume 12/2015","Search Volume 1/2016","Search Volume 2/2016","Search Volume 3/2016","Search Volume 4/2016","Search Volume 5/2016","Search Volume 6/2016","Search Volume 7/2016","Search Volume 8/2016","Search Volume 9/2016","Search Volume 10/2016","Search Volume 11/2016","Search Volume 12/2016","Search Volume 1/2017","Search Volume 2/2017","Search Volume 3/2017","Search Volume 4/2017","Search Volume 5/2017","Search Volume 6/2017","Search Volume 7/2017","Search Volume 8/2017","Search Volume 9/2017","Search Volume 10/2017","Search Volume 11/2017","Search Volume 12/2017","Search Volume 1/2018","Search Volume 2/2018","Search Volume 3/2018","Search Volume 4/2018","Search Volume 5/2018","Search Volume 6/2018","Search Volume 7/2018","Search Volume 8/2018","Search Volume 9/2018","Search Volume 10/2018","Search Volume 11/2018","Search Volume 12/2018","Search Volume 1/2019","Search Volume 2/2019","Search Volume 3/2019","Search Volume 4/2019","Search Volume 5/2019","Search Volume 6/2019","Search Volume 7/2019","Search Volume 8/2019","Search Volume 9/2019","Search Volume 10/2019","Search Volume 11/2019","Search Volume 12/2019","Search Volume 1/2020","Search Volume 2/2020","Search Volume 3/2020","Search Volume 4/2020","Search Volume 5/2020","Search Volume 6/2020","Search Volume 7/2020","Search Volume 8/2020","Search Volume 9/2020","Search Volume 10/2020","Search Volume 11/2020","Search Volume 12/2020","Search Volume 1/2021","Search Volume 2/2021","Search Volume 3/2021","Search Volume 4/2021","Search Volume 5/2021","Search Volume 6/2021","Search Volume 7/2021","Search Volume 8/2021","Search Volume 9/2021","Search Volume 10/2021","Search Volume 11/2021","Search Volume 12/2021","Search Volume 1/2022","Search Volume 2/2022","Search Volume 3/2022","Search Volume 4/2022","Search Volume 5/2022","Search Volume 6/2022","Search Volume 7/2022","Search Volume 8/2022","Search Volume 9/2022","Search Volume 10/2022","Search Volume 11/2022","Search Volume 12/2022","Search Volume 1/2023","Search Volume 2/2023","Search Volume 3/2023","Search Volume 4/2023","Search Volume 5/2023","Search Volume 6/2023","Search Volume 7/2023","Search Volume 8/2023","Search Volume 9/2023","Search Volume 10/2023","Search Volume 11/2023","Search Volume 12/2023","Search Volume 1/2024","Search Volume 2/2024","Search Volume 3/2024","Search Volume 4/2024","Search Volume 5/2024","Search Volume 6/2024","Search Volume 7/2024","Search Volume 8/2024","Search Volume 9/2024","Search Volume 10/2024","Search Volume 11/2024","Search Volume 12/2024","Search Volume 1/2025","Search Volume 2/2025","Search Volume 3/2025","Search Volume 4/2025","Search Volume 5/2025","Search Volume 6/2025","Search Volume 7/2025","Search Volume 8/2025","Search Volume 9/2025","Search Volume 10/2025","Search Volume 11/2025","Search Volume 12/2025"
"дева скорпион совместимость",450,430,400,390,"Anywhere","",0,"",-46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1000,720,720,880,880,720,880,880,880,880,880,880,880,720,720,720,880,720,880,880,880,720,720,720,720,590,590,590,590,590,720,720,720,720,720,590,590,480,480,480,480,480,480,390,390,390,390,390
"дева совместимость",940,900,890,820,"Anywhere","",0,"",-41,"","","","","","","","","","","","","","1600","1000","1300","1000","1000","1000","1300","1300","1300","1300","1300","1300","","","","","","","","","","","","","","","","1900","2400","1900","1900","2400","2400","2400","2400","2400","3600","2400","2900","2900","2900","2900","2900","3600","2900","","","","","","","","","","","","","","","","","","","","","","","","","","","",3600,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2400,2900,2400,2400,2400,2400,2400,2400,2400,2400,1600,1900,1600,1900,1600,1600,1600,1300,1300,1300,1300,1600,1300,1600,1300,1300,1000,1000,880,880,880,1000,1000,880,880,880,720
"дева телец совместимость",350,340,320,280,"Anywhere","",0,"",-46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",880,590,720,720,720,720,720,720,720,880,720,720,880,720,720,590,590,590,720,590,720,590,590,590,590,480,590,590,590,480,590,480,590,590,480,480,480,390,390,390,320,320,390,390,320,320,260,260
"девы",60600,59400,61800,53100,"Anywhere","1.01",0,"",-7,"","","","","","","","","","","","","","","","","","","","","","","","","","2900","2400","2400","1900","1900","1900","1900","2900","2900","1900","1900","1900","","","","33100","33100","33100","40500","49500","40500","33100","40500","40500","40500","40500","40500","40500","40500","40500","49500","60500","60500","","","","","","","","","","","","","","","","","","","","","","","","","","","",74000,60500,74000,60500,60500,60500,60500,74000,74000,60500,60500,60500,60500,60500,60500,60500,60500,49500,60500,74000,74000,49500,49500,49500,60500,60500,60500,60500,60500,60500,60500,90500,74000,49500,60500,74000,74000,49500,74000,49500,60500,49500,60500,90500,60500,49500,60500,49500
"девы гороскоп",11200,10900,10300,9300,"Anywhere","2.00",0,"",-33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40500","33100","33100","33100","33100","33100","33100","40500","40500","33100","33100","33100","","","","","","","","","","","","",22200,18100,18100,18100,18100,18100,22200,22200,27100,22200,22200,22200,22200,18100,22200,22200,22200,22200,22200,27100,27100,22200,18100,18100,22200,14800,14800,18100,14800,14800,18100,18100,18100,14800,12100,14800,14800,12100,12100,12100,12100,9900,9900,12100,12100,9900,8100,9900
"девы даты",2100,2100,2400,1300,"Anywhere","",0,"",-20,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2400,1600,1600,1900,1900,1600,1900,3600,3600,2400,1900,2400,2400,1900,1900,1900,1900,1600,1900,3600,4400,2400,1900,1900,2400,1900,2400,1900,1900,2400,2400,4400,4400,2400,1900,2400,2400,1900,1900,1900,1900,1600,1900,4400,4400,1600,1000,1300
"девы знак зодиака",40800,40100,43400,33100,"Anywhere","1.01",0,"",-18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49500,40500,40500,40500,40500,40500,49500,74000,60500,49500,40500,40500,49500,40500,40500,40500,40500,40500,40500,74000,60500,40500,40500,40500,49500,40500,40500,40500,40500,40500,40500,74000,74000,40500,40500,40500,49500,40500,40500,33100,33100,33100,40500,60500,60500,33100,33100,33100
"декабрь гороскоп",360,350,390,540,"Anywhere","",0,"",-37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",390,390,390,390,390,260,320,320,260,320,880,1300,480,390,480,390,320,320,260,260,320,320,880,1300,590,480,480,390,320,260,320,320,320,390,880,1000,480,390,390,320,260,210,260,210,260,260,480,880
"декабрь знак зодиака",12000,11900,12100,13000,"Anywhere","1.01",0,"",-33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9900","8100","9900","12100","9900","8100","9900","9900","12100","14800","18100","22200","18100","14800","18100","18100","18100","14800","18100","18100","14800","18100","22200","",14800,12100,18100,18100,14800,14800,14800,14800,14800,18100,18100,22200,14800,12100,14800,14800,14800,12100,14800,14800,12100,14800,18100,22200,14800,12100,14800,18100,14800,14800,14800,14800,14800,18100,18100,22200,12100,9900,14800,12100,12100,9900,12100,12100,9900,12100,12100,14800
"декабрь какой знак зодиака",1500,1500,1600,1900,"Anywhere","",0,"",-6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","590","720","720","590","590","590","720","880","880","1300","1300","1600","1600","1000","1000","1300","1600","1300","1300","","","","","","","","","","","","","","","","","",1300,1000,1300,1000,1000,1000,1000,1000,1000,1300,1600,2400,1300,1000,1300,1600,1300,1300,1300,1300,1300,1600,1900,2900,1600,1600,1600,1600,1600,1600,1600,1600,1300,1900,1900,2900,1900,1600,1600,1600,1300,1300,1300,1300,1300,1600,1900,2400
"декады знаков зодиака",340,320,300,280,"Anywhere","",0,"",-49,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","390","390","210","260","480","480","320","260","320","480","320","320","480","390","480","480","390","390","480","","","","","","","","","","","","","","","","","",1300,880,880,880,880,720,720,720,880,880,720,720,720,590,720,590,590,480,480,590,590,590,720,720,720,590,1000,720,590,590,720,720,590,590,590,480,590,390,390,320,320,320,320,320,320,320,260,260
"демонический гороскоп",450,370,470,250,"Anywhere","",0,"",-60,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3600,1900,2400,4400,1000,3600,9900,480,5400,2900,720,2900,1300,5400,590,320,9900,590,4400,2400,880,320,260,170,210,1000,170,140,2400,260,140,390,720,1000,880,1000,1300,480,210,390,110,110,1600,140,320,320,390,50
"денежный гороскоп на сегодня",260,270,310,320,"Anywhere","",0,"",6,"","","","","","","","","","","","","","","","","","","","","260","320","320","320","320","210","320","260","210","320","260","260","","","","","","","","","260","320","320","320","260","320","390","260","210","210","320","390","210","260","210","260","170","170","210","260","260","","","","","","","","","","","","","","","","","","","","","","","","",320,260,260,260,260,320,320,390,320,390,390,390,390,390,480,480,390,390,390,390,390,390,320,320,320,390,390,320,320,320,320,320,210,320,320,260,260,210,210,210,260,210,320,260,320,260,320,390
"день рождения зеленского гороскоп",10,10,10,10,"Anywhere","",0,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,260,320,210,90,140,170,140,210,880,260,170,1600,210,30,70,210,140,140,50,70,170,90,110,2400,320,210,170,40,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"дерево по дате рождения",510,510,490,430,"Anywhere","0.01",1,"",-24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","480","590","590","720","720","480","720","590","480","590","480","480","590","720","480","590","590","480","590","390","390","480","390","","","","","","","","","","","","","","","","","","","","","","",590,480,480,590,720,880,880,880,720,720,720,590,590,480,590,720,880,720,880,880,720,720,590,590,590,590,720,880,880,1000,880,880,720,720,480,480,480,390,590,590,590,590,590,590,480,590,390,320
"дерево по знаку зодиака",450,440,420,280,"Anywhere","",1,"",-41,"","","","","","","","","","","","","","","","","","","","","","","","","","","","590","720","720","880","880","720","590","720","720","720","720","480","","1000","1300","1000","880","880","880","720","480","480","590","480","590","590","720","880","1000","1000","720","880","590","590","","","","","","","","","","","","","","","","","","","","","","","","",880,880,880,1000,1300,1600,1600,1300,1000,1000,880,720,880,720,880,880,1000,880,880,880,720,720,590,480,480,480,590,720,880,1000,880,720,590,720,590,480,480,390,480,480,590,480,590,590,480,390,260,210
"джйотиш гороскоп онлайн с расшифровкой бесплатно",90,80,60,60,"Anywhere","0.17",10,"",-62,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",880,720,880,720,880,880,880,720,880,880,880,880,1900,1000,1300,1000,880,720,590,720,720,880,590,880,1300,720,590,720,480,390,390,260,170,210,170,320,170,170,90,90,90,70,70,70,70,50,90,50
"джйотиш карта",390,390,400,360,"Anywhere","0.17",2,"",16,"","","","","","","","","","","","","","","","","","0","0","0","40","50","50","40","90","90","70","110","110","","","","","","","","","","","","","","","","","","","","","","","480","480","390","390","260","720","590","320","480","260","390","480","480","720","590","590","590","480","390","390","480","590","1000","590","590","480","390","390","320","390","390","320","1600","590",590,590,480,480,480,480,480,590,480,480,390,390,590,480,390,390,390,320,320,260,260,260,260,390,390,390,390,390,320,390,390,390,320,320,390,390,390,320,390,390,480,320,480,390,480,390,320,390
"джйотиш карта онлайн",300,290,320,390,"Anywhere","0.16",5,"",13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170","140","70","70","170","110","110","260","140","210","140","170","110","110","170","50","90","110","70","140","170","110","170","110","110","110","170","320","320","880","320",480,390,590,720,720,390,480,590,390,390,480,720,1000,880,880,480,480,480,480,480,390,390,390,880,1000,480,390,480,480,390,390,260,210,260,390,390,480,260,260,210,260,320,260,210,260,320,390,480
"джйотиш натальная карта",800,760,750,590,"Anywhere","0.30",3,"",-21,"","","","","","","","","","","","","","","","","","70","70","40","40","40","70","70","70","170","90","70","70","","","","","","","","","","","","","","","","","","","","","","","170","210","170","170","260","390","140","320","260","210","210","210","210","390","320","390","390","320","320","390","390","480","1300","1300","1300","1300","480","480","1000","1300","590","480","590","590",720,720,1000,1300,1000,480,590,880,880,1000,1300,880,1600,1000,1000,1300,880,880,1000,880,880,1600,1900,1600,1300,1000,1000,1000,1000,880,590,720,880,880,720,1000,1300,1000,1000,720,720,390,880,1000,880,480,590,720
"джйотиш натальная карта онлайн",240,220,200,220,"Anywhere","",3,"",0,"","","","","","","","","","","","","","","","","","10","10","10","10","30","40","30","30","40","40","40","50","","","","","","","","","","","","","","","","","","","","","","","70","40","30","30","20","50","140","50","90","40","140","50","140","90","260","170","170","90","90","110","70","90","210","210","210","170","140","90","90","90","140","110","90","90",110,140,210,390,390,590,390,260,260,390,390,480,720,480,720,590,590,390,480,720,720,720,390,590,720,390,260,260,210,260,260,170,140,170,320,390,390,210,320,210,260,260,260,170,140,170,320,170
"джйотиш онлайн",2500,2400,2400,2900,"Anywhere","0.37",1,"",-6,"","","","","","","","","","","","","","","","","","880","720","720","720","720","880","1000","720","720","720","880","880","","","","","","","","","","","","1000","1300","1600","1300","1300","1300","1300","1300","1300","1600","1600","1900","1900","1900","1900","1600","1300","1600","1900","1600","1600","2400","1900","1900","1900","2400","2400","2400","1900","1900","2400","2900","2900","5400","3600","3600","2900","2400","2400","2400","2400","2400","1900","2900","2400",3600,2900,2900,1900,2400,2400,2900,2900,3600,3600,3600,3600,4400,3600,3600,4400,3600,3600,3600,3600,3600,3600,3600,4400,4400,4400,4400,3600,2900,3600,3600,2900,2900,2900,2400,3600,2900,2400,2900,2900,2400,2400,1900,1900,1900,2900,2900,2900
"дизайн человека по дате рождения",500,480,410,320,"Anywhere","",0,"",-28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","70","70","70","70","70","40","110","90","110","70","70","110","","","","140","170","170","170","140","140","90","90","210","170","210","140","140","210","140","210","210","140","260","260","320","320","390","320","320","390","320","260","480","320","390","880","1300","1300",1600,1000,880,880,1000,880,880,880,720,880,880,720,880,720,880,720,880,1000,1000,880,880,590,480,590,720,590,480,590,480,480,590,480,480,480,590,480,720,590,590,480,590,590,590,480,480,320,320,320
"дни знаков зодиака",260,250,210,210,"Anywhere","",0,"",-46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","260","210","170","260","260","260","320","260","320","260","210","320","320","480","260","480","390","480","590","480","480","","","","","","","","","","","","","","","","","","","","","",590,590,590,480,480,590,480,480,390,590,480,390,590,480,480,480,480,480,480,390,390,480,480,480,480,390,480,390,390,390,480,390,320,390,390,320,390,320,320,260,260,320,260,210,170,210,210,210
"дни рождения знаков зодиака",400,390,340,340,"Anywhere","",0,"",-24,"","","","","","","","","","","","","","","","","170","320","260","210","170","210","140","70","110","170","260","210","","","","","","","","","","","","","170","170","170","260","260","210","210","260","210","260","170","170","260","260","320","320","390","210","390","","","","","","","","","","","","","","","","","","","","","","","","","","",880,880,1000,720,880,1000,880,720,720,720,720,880,880,720,720,590,720,720,590,590,590,720,720,590,590,590,590,480,590,590,590,480,320,480,480,480,590,480,480,390,390,480,390,390,260,390,320,320
"доброе утро 1 канал гороскоп на сегодня",410,400,370,370,"Anywhere","",0,"",-38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1300,1300,1300,1000,1600,2900,1600,1000,1000,1000,1300,1600,1300,1300,1900,1600,1600,1300,1600,1300,1000,1000,1000,880,590,590,480,590,720,590,390,880,880,590,590,480,480,480,480,480,390,390,390,260,480,480,320,320
"доброе утро гороскоп на сегодня",960,970,840,770,"Anywhere","",0,"",-2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,720,720,720,590,880,720,720,720,880,880,880,880,720,720,720,880,720,880,880,880,1000,1300,1300,1000,1600,1300,1000,1000,880,1000,1000,880,880,880,1300,880,1000,1300,1300,1000,1000,1000,880,880,1000,720,590
"дома в натальной карте",2100,2000,1700,1500,"Anywhere","",0,"",-50,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","390","390","390","390","480","390","590","590","480","590","720","590","720","720","720","1000","1300","1000","1000","","","","","","","","","","","","","","","","","",2900,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,1900,2900,2400,2400,2400,2400,2400,2900,2400,2400,3600,2900,3600,4400,4400,4400,3600,2400,2900,2900,3600,3600,3600,2900,2900,3600,2400,2900,2400,2400,1900,1900,1900,1900,1600,1600,1300
"дома гороскопа",710,660,530,510,"Anywhere","",1,"",-52,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1900,1300,1000,1300,1600,1000,1300,1000,1300,1300,1300,1300,1900,1300,1900,1300,1300,1000,1300,1000,880,1300,1000,1300,1600,1300,1000,1000,1000,880,1000,880,1000,1000,1000,880,1300,720,1000,720,880,720,720,480,480,480,480,590
"друидский гороскоп",430,410,430,370,"Anywhere","0.01",1,"",-8,"","","","","","","","","","","","","","","","","590","590","390","480","590","720","720","590","590","720","390","480","590","590","480","480","590","720","880","720","720","480","480","720","720","880","480","720","720","720","720","590","720","720","720","720","720","720","720","480","720","590","880","720","720","880","480","590","590","880","880","720","720","880","880","720","720","880","720","720","720","720","720","590","720","590","590","590","590",720,480,590,590,720,590,720,590,590,590,480,480,590,480,590,480,590,590,590,590,480,480,590,590,590,480,480,590,590,590,480,480,480,590,590,590,590,320,390,390,480,390,390,390,720,480,320,320
"египетский гороскоп",410,420,270,260,"Anywhere","",0,"",-54,"","","","","","","","","","","","","","720","590","720","590","720","720","720","720","1000","1600","1000","1000","2400","1300","1000","880","1000","880","1300","1600","1300","880","880","1000","1600","1000","","1000","1300","880","1000","880","1000","1000","720","720","1000","720","880","720","720","720","720","720","720","1000","720","720","720","590","590","1000","720","590","1600","","","","","","","","","","","","","","","","","",590,480,480,480,590,480,480,590,590,480,390,480,590,480,480,480,1900,880,880,880,880,1600,1000,1000,720,480,590,480,480,480,390,1300,720,590,390,320,390,720,480,880,590,320,260,320,260,210,320,260
"ежедневный гороскоп",580,570,550,550,"Anywhere","",0,"",-29,"","","","","","","","","","","2400","2400","2400","2900","2900","2900","2900","2900","2900","2900","2900","2900","2900","2900","2900","2900","2900","2900","2400","2900","2400","4400","2900","2400","2400","2400","2400","2900","2400","2400","2400","2900","2400","2400","2400","2400","2400","2400","1900","2400","1900","1900","1600","1900","1600","1600","1600","1600","1600","1600","1600","1600","1300","1300","1000","1300","1300","1300","","","","","","","","","","","","","","","","","",1600,1300,1300,1600,1300,1300,1000,1300,1600,1600,1600,1300,1300,1300,1300,1000,1000,1000,1300,1300,1000,1300,1600,1000,1000,1000,1000,1000,1000,880,880,880,880,880,720,720,720,590,590,590,590,590,480,590,590,590,590,480
"ежедневный гороскоп от тамары глоба 2022",0,10,,,"Anywhere","",,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20,20,90,480,390,590,720,880,880,1000,880,720,390,110,70,70,70,40,10,10,10,0,10,0,0,10,0,0,0,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"жезлы знак зодиака",260,250,200,180,"Anywhere","",0,"",-62,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,480,590,590,590,480,590,590,720,880,880,590,880,720,720,720,720,720,880,880,720,880,720,880,1000,720,880,590,590,590,590,590,480,590,480,390,390,320,390,320,260,260,260,260,170,210,210,140
"женщина близнец",260,250,230,220,"Anywhere","",0,"",-24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3600","4400","4400","4400","4400","3600","4400","880","880","1000","880","880","880","880","880","720","720","720","880","","","","","","","","","","","","","","","","","","","","","","","","","","",390,260,260,320,390,390,320,390,320,390,320,390,390,320,390,320,390,480,320,390,320,320,320,320,320,320,390,320,390,390,320,320,260,320,320,260,390,260,320,260,260,320,260,260,210,210,260,210
"женщина близнецы",2100,2000,1800,1700,"Anywhere","1.01",0,"",-34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3600","4400","4400","4400","4400","3600","3600","3600","2900","3600","2900","2900","2900","2900","2900","2900","2900","2900","","","","","","","","","","","","","","","","","","","","","","","","","","","",3600,2400,2900,2900,2900,2900,2900,3600,2900,2900,2900,2900,3600,2900,2900,2900,3600,3600,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,3600,2900,2900,2900,2400,2900,2900,2400,2900,2400,2400,2400,2400,2400,1900,1900,1900,1900,1600,1600
"женщина близнецы мужчина весы",160,150,130,130,"Anywhere","",0,"",-47,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","260","320","320","320","320","320","320","320","390","480","320","320","320","390","390","390","390","390","480","390","320","390","320","320","320","390","390","390","390","320","390","","","","","","","","","","","","","","","","","","","","","","","","","","",390,320,390,390,390,390,390,390,390,390,320,260,320,320,320,260,260,260,320,260,320,210,260,210,320,260,260,210,260,260,260,210,260,210,260,210,260,210,210,210,140,170,170,140,110,140,140,110
"женщина близнецы мужчина лев",170,170,160,160,"Anywhere","",0,"",-13,"","","","","","","","","","","","","","","","","260","260","260","320","390","320","320","260","260","320","260","260","","","","","","","","","","","","","390","390","390","480","480","480","480","390","480","590","480","480","480","480","390","480","480","390","390","","","","","","","","","","","","","","","","","","","","","","","","","","",480,320,390,390,390,390,390,390,390,320,320,260,320,260,320,320,320,320,320,320,320,260,320,260,320,260,260,320,260,210,260,260,170,170,210,170,210,210,210,140,170,210,170,210,140,170,170,140
"женщина близнецы мужчина рак",260,250,230,200,"Anywhere","",0,"",-23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,480,480,480,480,590,480,590,480,480,480,480,590,390,480,480,390,390,480,480,390,390,390,390,390,390,320,320,390,390,390,320,320,320,260,260,320,260,260,320,320,260,260,260,260,260,170,170
"женщина близнецы мужчина скорпион",250,240,220,220,"Anywhere","",0,"",-24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","480","390","390","480","480","390","480","390","390","480","480","390","480","390","390","480","480","480","590","","","","","","","","","","","","","","","","","",480,390,390,390,480,390,480,480,480,390,480,390,480,390,390,390,390,390,390,390,320,390,390,320,390,390,390,320,320,260,320,320,260,320,320,260,320,260,320,260,260,260,210,260,210,210,260,210
"женщина близнецы мужчина стрелец",150,150,140,140,"Anywhere","",0,"",-38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",390,320,390,320,320,320,320,390,390,320,390,260,320,320,320,210,260,320,260,320,320,320,260,320,260,260,260,260,210,320,260,210,210,210,210,210,210,140,170,140,170,210,170,140,110,170,110,140
"женщина весы",1900,1900,1800,1700,"Anywhere","",0,"",-34,"","","","","","","","","","","","","","3600","2900","3600","2900","3600","2900","3600","3600","4400","3600","3600","3600","3600","2900","3600","3600","","","","","","","","","","","","3600","3600","3600","3600","4400","4400","3600","3600","3600","4400","3600","3600","2900","2900","2900","3600","3600","3600","","","","","","","","","","","","","","","","","","","","","","","","","","","",2900,2400,2400,2400,2900,2400,2900,2900,2900,3600,2900,2900,2900,2900,2900,2900,2900,2400,2900,2900,3600,2900,2900,2900,2900,2900,2900,2400,2400,2400,2900,2900,2900,3600,2400,2400,2400,1900,2400,1900,1900,1900,1900,1900,1900,2400,1600,1300
"женщина весы в постели",310,240,60,50,"Anywhere","",0,"",-95,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1000,720,880,880,1000,880,1000,1300,1000,1300,1000,1000,1300,880,1300,1000,1000,880,1000,1000,1000,1300,1000,1000,1300,1300,1000,1000,1000,1000,1300,880,1000,1300,1000,1000,1000,880,720,590,90,90,90,50,70,50,50,50
"женщина весы мужчина водолей",180,170,170,160,"Anywhere","",0,"",-30,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",480,320,320,320,320,320,390,390,320,390,320,320,390,260,320,260,320,320,320,320,390,390,260,320,320,320,320,260,260,210,260,260,260,320,210,210,260,170,170,210,170,170,170,170,210,170,170,140
"женщина весы мужчина козерог",220,210,190,180,"Anywhere","",0,"",-24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",480,320,390,390,390,320,390,390,390,390,390,320,390,390,320,320,320,210,390,320,320,320,320,320,390,320,320,260,260,320,320,320,260,260,260,260,320,260,210,260,210,210,260,170,210,210,170,170
"женщина весы мужчина лев",150,140,130,120,"Anywhere","",0,"",-33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",390,260,390,260,320,260,320,390,320,320,390,320,320,320,260,320,260,260,320,390,320,390,260,260,320,320,260,260,210,170,260,260,210,210,210,170,210,170,170,170,140,170,140,170,140,140,140,90
"женщина весы мужчина овен",150,150,130,130,"Anywhere","",0,"",-43,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",390,320,390,390,390,320,320,390,320,320,320,320,320,260,320,260,260,260,320,260,260,260,320,320,320,260,210,260,260,210,260,260,210,260,210,170,210,170,170,210,170,170,140,140,140,140,110,140
